FacName,FacStreet,FacCity,FacState,RegistryID,FacCounty,FacLat,FacLong,FacSNCFlg,FacQtrsWithNC,FacPenaltyCount,GHGCO2Releases,TRIReleasesTransfers,FacMapFlg,"DFR URL"
"GRUBES THIENSVILLE STANDARD INC 15330","120 N MAIN ST",THIENSVILLE,WI,110042296823,OZAUKEE,43.23134,-87.98393,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110042296823
"SUNRISE MOTEL",,,WI,110050559702,MILWAUKEE,43.017655,-87.481575,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050559702
"UNION GROVE AUTO BODY","21445 DURAND AVENUE","UNION GROVE",WI,110016950450,RACINE,42.68209,-88.08012,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016950450
"PLEASANT SPRINGS PUB",,,WI,110049804173,DANE,43.067468,-89.417852,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049804173
"MAPLE LEAF INC",,,WI,110049848359,DANE,43.067468,-89.417852,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049848359
"OREILLY AUTO PARTS STORE 2150","1668 COMMERCE CT","RIVER FALLS",WI,110059676408,PIERCE,44.876926,-92.625291,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110059676408
"NEW FRANKEN ONE STOP",,,WI,110050783425,BROWN,44.473961,-87.995926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050783425
"ERIC DAVID KUBE LTD","333 VENTURE DR",AMERY,WI,110024429554,POLK,45.31049,-92.34559,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110024429554
"BIG SKY DRIVE IN",,,WI,110053031884,COLUMBIA,43.471882,-89.330472,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053031884
"D-LUX SCREEN PRINTING INC","301 N STAR RD",HOLMEN,WI,110005496258,"LA CROSSE",43.963076,-91.264647,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005496258
"PRESCOTT WATERWORKS","800 N BORNER ST",PRESCOTT,WI,110013063923,PIERCE,44.75786,-92.78686,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013063923
"WALGREEN CO #7882","603 W PINE ST",BARABOO,WI,110056338244,SAUK,43.47522,-89.76891,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110056338244
"WILLIAMS CEDAR POINT RESORT MAIN WELL",,,WI,110050700256,BURNETT,45.865255,-92.367978,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050700256
"NORTHLAND MISSION INC WWTF","W10085 PIKE PLAINS RD",DUNBAR,WI,110013074582,MARINETTE,45.58524,-88.09807,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013074582
"RR DONNELLEY - MIDWAY PLANT","800 MIDWAY RD",MENASHA,WI,110002037705,WINNEBAGO,44.22992,-88.43683,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110002037705
"KRUSER SEPTIC SERVICES INC","2504 SHOESTRING RD","CITY OF CUBA CITY",WI,110070016320,GRANT,42.596333,-90.565791,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070016320
"RIPPS BAR",,,WI,110050536808,,44.628484,-89.71193,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050536808
"RUSSELL SANITARY DISTRICT #1 TOWN OF","N5398 HWY. 17",GLEASON,WI,110010887326,LINCOLN,45.306667,-89.498333,Y,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010887326
"UW MARSHFIELD","2000 W 5TH ST",MARSHFIELD,WI,110005433646,WOOD,44.66629,-90.2026,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005433646
"WI DOT BRIDGE B-01-0013","STH 21 OVER WISC RVR",NECEDAH,WI,110070208515,ADAMS,44.022101,-90.075047,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070208515
"WI DNR BIG LK CANOE 37",,,WI,110052045933,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052045933
"WHISPERING PINES LODGE - LODGE COTTAGE",,,WI,110052045498,ONEIDA,45.713791,-89.536693,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052045498
"OREILLY AUTO PARTS STORE 1648","1417 S HASTINGS WAY","EAU CLAIRE",WI,110059676113,"EAU CLAIRE",44.8033,-91.4701,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110059676113
"MENOMONIE CHRYSLER CENTER","2000 STOUT ST",MENOMONIE,WI,110005440237,DUNN,44.90557,-91.92991,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005440237
"CATAWBA FARM SUPPLY INC",,,WI,110052044550,PRICE,45.679072,-90.35965,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052044550
"WI DOJ MILWAUKEE REGIONAL OFFICE","633 W WISCONSIN AVE STE 803",MILWAUKEE,WI,110043458601,MILWAUKEE,43.03881,-87.91993,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110043458601
"WISCONSIN CENTRAL RAILWAY","3192 SOUTH POKEGAMA ROAD",SUPERIOR,WI,110008243249,DOUGLAS,46.64761,-92.14466,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008243249
"PRECISION PAINT & COLLISION RP","41 S 4TH ST",BARRON,WI,110005499978,BARRON,45.40061,-91.85253,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005499978
"MOUNTAIN FAITH CHURCH",,,WI,110049593196,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049593196
"EMMANUEL BAPTIST CHURCH",,,WI,110050811948,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050811948
"WJT FINELINE FINISHING INC","7241 MORRISON ST",MORRISONVILLE,WI,110012181209,DANE,43.27587,-89.35649,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012181209
"ALTA GENETICS USA - FARM #1",,,WI,110050892352,JEFFERSON,43.013807,-88.773986,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050892352
"PETSMART #605","8210 PLAZA DR",MADISON,WI,110070149640,DANE,43.05651,-89.52417,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070149640
"U S SILICA CO","2500 IBAND AVE",SPARTA,WI,110055066574,MONROE,43.9189,-90.85032,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110055066574
"EGG HARBOR DOCK",,,WI,110050817167,DOOR,45.067808,-87.087936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050817167
"GENTLEMEN OF THE PRESS INC","1215 CRANSTON RD",BELOIT,WI,110005517217,ROCK,42.53226,-89.02231,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005517217
"CONSTRUCTION RESOURCES MANAGEMENT - MILWAUKEE TANK FARM","301 E WASHINGTON ST",MILWAUKEE,WI,110009521641,MILWAUKEE,43.02006,-87.9076,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110009521641
"SCENIC RIDGE CAMPGROUND TOP OF HILL WELL",,,WI,110050889794,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050889794
"LAKE SHORE MIDDLE SCHOOL",,,WI,110050847401,OZAUKEE,43.360715,-87.496553,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050847401
"PREVEA BRIDGEPOINT CLINIC","3425 SUPERIOR AVE",SHEBOYGAN,WI,110070200665,SHEBOYGAN,43.76107,-87.75295,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070200665
"WI DNR WYALUSING WI RIDGE SHOWER BLDG",,,WI,110049948198,GRANT,42.870062,-90.695368,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049948198
"BOBS AUTO RPR","3405 ST RD 35",LEWIS,WI,110070637950,POLK,45.721887,-92.392215,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070637950
"KRO BAR",,,WI,110052047192,DOUGLAS,46.463316,-91.89258,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052047192
"CHILTON PUBLIC SCHOOLS","530 W MAIN ST",CHILTON,WI,110018882663,CALUMET,44.02349,-88.17306,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110018882663
"NABER LAND AND CATTLE INC","W6919 GROGAN ROAD, FORT ATKINSON, WI 53538","FORT ATKINSON",WI,110010884640,JEFFERSON,42.85623,-88.87643,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010884640
"RATZSCH KARL","4829 MUELLER LN","WEST BEND",WI,110005506407,WASHINGTON,43.36769,-88.26737,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005506407
"DOLLAR GENERAL STORE 20873","376 HIGH STREET",WRIGHTSTOWN,WI,WIR000172965,BROWN,44.328079,-88.16915,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WIR000172965
"MUSKY MOTORS INC","15604 N HWY 63",HAYWARD,WI,110005418039,SAWYER,46.0272,-91.4614,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005418039
"OUTBACK BAR",,,WI,110052050329,MARINETTE,45.346899,-87.991198,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052050329
"SHERWIN WILLIAMS #3180","3810 52ND ST",KENOSHA,WI,110045528933,KENOSHA,42.58834,-87.85519,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110045528933
"BIRMINGHAMS COTTAGES",,,WI,110050841675,DOOR,45.067808,-87.087936,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050841675
"M & L GRINDING INC","4020 N 126TH ST",BROOKFIELD,WI,110005428509,WAUKESHA,43.08985,-88.06864,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005428509
"MEMORIAL HEALTH CENTER PHILLIPS CLINIC","625 PETERSON AVE",PHILLIPS,WI,110043960513,PRICE,45.68117,-90.38905,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110043960513
"NEW HAVEN TOWN PARK",,,WI,110050630705,DUNN,44.947741,-91.89772,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050630705
"JELD-WEN HAWKINS WINDOW DIVISION","811 FACTORY ST",HAWKINS,WI,110000857733,RUSK,45.51362,-90.72107,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000857733
"LUPET INC","201 N ROCHESTER ST",MUKWONAGO,WI,110005473914,WAUKESHA,42.86373,-88.33277,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005473914
"LINCOLN INDUSTRIES OF WISCONSIN LLC","2795 S 166TH ST","NEW BERLIN",WI,110000417629,WAUKESHA,42.99345,-88.11922,N,4,,,54332,Y,https://echo.epa.gov/detailed-facility-report?fid=110000417629
"LAKEVIEW ESTATES MHP","W5553 HARBOR RD",CHILTON,WI,110012846386,CALUMET,43.96871,-88.31461,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012846386
"PGP INTERNATIONAL INC","N2689 CTH S",JUDA,WI,110070640991,GREEN,42.559924,-89.486478,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640991
"CVS PHARMACY #2237","930 MAIN ST","GREEN BAY",WI,110045396219,BROWN,44.51334,-88.00312,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110045396219
"GULFSTREAM AEROSPACE CORP","W6365 DISCOVERY DR",APPLETON,WI,110005439301,OUTAGAMIE,44.2623,-88.5115,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005439301
"SALLY BEAUTY 10234","1835 N CENTRAL AVE",MARSHFIELD,WI,110070395181,WOOD,44.686083,-90.159591,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070395181
"SISTERS SALOON",,,WI,110052025456,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052025456
"RUBYS SECOND HAND",,,WI,110063369386,BURNETT,45.865255,-92.367978,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110063369386
"BLACK BEAR BAR",,,WI,110051981307,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051981307
"SALVATION ARMY LAKE CAMP CASTLE WELL",,,WI,110050886387,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050886387
"NORTHERN CROSSARM CO INC","11278 HIGHWAY 29 WEST","CHIPPEWA FALLS",WI,110000850954,CHIPPEWA,44.924099,-91.432634,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000850954
"SILGAN CONTAINERS MANUFACTURING CORP","2602 128TH AVE",KENOSHA,WI,WIR000172486,KENOSHA,42.602997,-87.865912,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WIR000172486
"ROGERS MEM HOSP - CEDAR RIDGE MAIN",,,WI,WI2686713,Waukesha,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI2686713
"MEDVED TOOL & DIE CO INC","325 W FLORIDA ST",MILWAUKEE,WI,110005422998,MILWAUKEE,43.02734,-87.91481,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005422998
"MAR BEC DAIRY","W962 CTY ROAD NN, MONDOVI, WI 54755","GILMANTON, TOWN OF",WI,110041254727,BUFFALO,44.58776,-91.74138,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110041254727
"GOLD CROSS AMBULANCE - EAU CLAIRE","1616 S HANGER RD B","EAU CLAIRE",WI,110069495914,CHIPPEWA,44.814074,-91.56904,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110069495914
"GREAT LAKES RESEARCH FACILITY","600 E GREENFIELD AVE",MILWAUKEE,WI,110000885686,MILWAUKEE,43.01703,-87.90524,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000885686
"DIXS CHALET",,,WI,110050658016,SAWYER,45.864913,-91.14713,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050658016
"WI DOT REST AREA 36 LAFAYETTE",,,WI,110050612422,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050612422
"WI DNR AZTALAN LOWER WELL",,,WI,110053041418,JEFFERSON,43.013807,-88.773986,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053041418
"SCHAEFERS WHARF",,,WI,110052052050,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052052050
"GENERAL FINISHES","2462 CORPORATE CIRCLE","EAST TROY",WI,110031294285,WALWORTH,42.77201,-88.3947,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110031294285
"PEPER TIRE & ALIGNMENT","39 1ST AVE W",LUCK,WI,110005463658,POLK,45.575749,-92.481866,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005463658
"BECKER JOE","2831 HWY 83",HARTLAND,WI,110006144859,WAUKESHA,43.081575,-88.36345,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006144859
"ABERCROMBIE & FITCH","210 GASSER RD",BARABOO,WI,110037449632,SAUK,43.57566,-89.78528,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110037449632
"NIAGARA WASTEWATER TREATMENT FACILITY","2309 SHERMAN ROAD",NIAGARA,WI,110010887371,MARINETTE,45.765387,-87.973571,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010887371
"WEYAUWEGA STAR DAIRY","113 W WISCONSIN",WEYAUWEGA,WI,110010885694,WAUPACA,44.32224,-88.93586,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010885694
"AUGUSTA MENNONITE CHURCH & SCHOOL",,,WI,110052006351,"EAU CLAIRE",44.726355,-91.286414,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052006351
"THOMAS HRIBAR TRUCK & EQUIPMENT INC","7854 HWY 51 SOUTH",MINOCQUA,WI,110006143770,ONEIDA,45.924785,-89.816401,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006143770
"ISUS INC","1442 OLD HWY 51",KRONENWETTER,WI,110006146991,MARATHON,44.82024,-89.66994,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006146991
"ST CHRISTOPHERS EPISCOPAL CH",,,WI,110050768488,MILWAUKEE,43.017655,-87.481575,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050768488
"LUTZ BOB","W 325 GOLDEN LAKE PARK CIRCLE",OCONOMOWOC,WI,110070640849,WAUKESHA,43.030122,-88.528087,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640849
"EVERBRITE INC","4949 S 110TH ST",GREENFIELD,WI,110005512187,MILWAUKEE,42.95416,-88.05028,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005512187
"SUMMIT LAKE GAME FARM & CAMPGROUND SHOWER HOUSE",,,WI,WI8580265,Sawyer,45.864913,-91.14713,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI8580265
"DELTON FAMILY MEDICAL CTR","28 COMMERCE ST","WISCONSIN DELLS",WI,110060291795,SAUK,43.58695,-89.81384,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110060291795
"GRAPHIC COMM SPECIAL STS I","919 RIVER RD","WEST BEND",WI,110005413873,WASHINGTON,43.43198,-88.16139,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005413873
"TOMAHAWK SCOUT RES-MIAMI",,,WI,110052007831,WASHBURN,45.892463,-91.796423,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052007831
"BURLINGTON STORE #426","6905 ODANA RD",MADISON,WI,110070123743,DANE,43.0566,-89.50062,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070123743
"1 EXACT LANE","1 EXACT LN",MADISON,WI,110070200686,DANE,43.024888,-89.460037,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070200686
"KINGDOM HALL OF JEHOVAHS WITNESS- WEST",,,WI,110049921607,DANE,43.067468,-89.417852,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049921607
"LINCOLN POINT MALL",,,WI,110050881015,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050881015
"HI-TEC FINISHING LLC","581 CNTY RD A",HUDSON,WI,110070636162,"ST CROIX",45.03957,-92.68535,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070636162
"MAPLE GROVE ELEMENTARY SCH","6921 W COLD SPRING RD",GREENFIELD,WI,110005502250,MILWAUKEE,42.96654,-87.99872,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005502250
"WI DNR INDIAN MDS CMPGD 5",,,WI,110052052201,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052052201
"POY SIPPI SD WASTEWATER TRTMNT","EAST LIBERTY STREET",POYSIPPI,WI,110010886158,WAUSHARA,44.135417,-88.986139,N,3,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010886158
"AMORIM INDUSTRIAL SOLUTIONS","26112 110TH ST",TREVOR,WI,110000417905,KENOSHA,42.51749,-88.1265,N,0,,,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110000417905
"BOSSMANS SPORTS BAR & GRILL",,,WI,110052044523,PRICE,45.679072,-90.35965,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052044523
"CHISSYS PUB",,,WI,110052007163,SHEBOYGAN,43.746002,-87.730546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052007163
"TRINITY LUTHERAN CH ED BLDG",,,WI,110052027132,ADAMS,43.973763,-89.767223,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052027132
"D AND B AUTOMOTIVE","2 E 3RD ST",TREMPEALEAU,WI,110070638992,TREMPEALEAU,44.014042,-91.426107,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070638992
"BUY RIGHT AUTO PARTS",,,WI,110050620440,RACINE,42.754075,-87.414676,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050620440
"HIPKE PACKING CORP","1430 HICKORY ST",CLEVELAND,WI,110006535703,MANITOWOC,43.91797,-87.74688,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006535703
"NEW LIFE COMMUNITY CHURCH",,,WI,WI4052396,Brown,44.473961,-87.995926,N,8,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI4052396
"ABERCROMBIE & FITCH","2500 N MAYFAIR RD",WAUWATOSA,WI,110037449525,MILWAUKEE,43.0645,-88.04764,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110037449525
"PHIPPS TAVERN",,,WI,110052023939,SAWYER,45.864913,-91.14713,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052023939
"HIAWATHA GOLF CLUB 4",,,WI,110051998727,MONROE,43.945175,-90.619969,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051998727
"CEDAR VALLEY RETREAT CAMPUS",,,WI,110050790836,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050790836
"MT MORRIS CAMP SANDHILL BLDG",,,WI,110049792710,WAUSHARA,44.112825,-89.239752,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049792710
"FAGERNES LUTHERAN CHURCH",,,WI,110052021478,TREMPEALEAU,44.30305,-91.358867,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052021478
"FISH CREEK MOTEL","ONE COTTAGE ROW","FISH CREEK",WI,110016854698,DOOR,45.1283,-87.2235,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016854698
"MILK SPECIALTIES GLOBAL",,,WI,110049890677,GRANT,42.870062,-90.695368,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049890677
"ALSTEEM JAMES","W14676 1ST AVE",GLEASON,WI,110070640899,LANGLADE,45.30693,-89.39336,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640899
"HOLY TRINITY CONGREGATION",,,WI,110050781935,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050781935
"JOHNS BODY SHOP","CTH D",POPLAR,WI,110008247049,DOUGLAS,46.604562,-91.789919,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008247049
"AUTO BODY SPECIALISTS","6024 W MITCHELL ST","WEST ALLIS",WI,110005454766,MILWAUKEE,43.01227,-87.98823,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005454766
"WAUPACA ELEVATOR CO INC","1726 N BALLARD RD",APPLETON,WI,110013359613,OUTAGAMIE,44.27808,-88.37493,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013359613
"CENTRAL PRINTING CORP","735 SUGAR CREEK RD",DELAVAN,WI,110005435680,WALWORTH,42.64184,-88.62791,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005435680
"TOMAHAWK SCOUT RES-WP SHOWERS",,,WI,110050685816,WASHBURN,45.892463,-91.796423,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050685816
"LANDING THE",,,WI,110052027249,JUNEAU,43.932836,-90.113984,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052027249
"WALGREENS CO #7370","6442 N 76TH ST",MILWAUKEE,WI,110056338976,MILWAUKEE,43.13543,-88.00564,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110056338976
"AUSBLICK SKI AREA",,,WI,110050865195,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050865195
PENTAIR,"20580 ENTERPRISE AVE",BROOKFIELD,WI,110069321861,"WAUKESHA COUNTY",43.0527,-88.16863,N,,,,185949,Y,https://echo.epa.gov/detailed-facility-report?fid=110069321861
"EPHRAIM YACHT HARBOR CONDOS",,,WI,110050606812,DOOR,45.067808,-87.087936,N,4,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050606812
"COUNTRY INN & SUITES","850 KEPPLER DR","GREEN BAY",WI,110070638624,BROWN,44.48533,-87.93787,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070638624
"WILDERNESS LOG HOMES","N5821 CTH S",PLYMOUTH,WI,110005530238,SHEBOYGAN,43.751053,-88.0412,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005530238
"GOOD SHEPHERD BY THE LAKE LUTHERAN CHURCH",,,WI,110049657910,DANE,43.067468,-89.417852,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049657910
"ST JOHNS EV LUTHERAN CH",,,WI,110050706143,MARQUETTE,43.826053,-89.409095,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050706143
MENARDS,"20005 W BLUEMOUND RD",WAUKESHA,WI,110005497989,WAUKESHA,43.03603,-88.16287,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005497989
"CAMP WINDING RIVER - BROWNIE HILL",,,WI,110049817329,DODGE,43.422706,-88.704379,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049817329
"PIONEER VILLAGE TRAIN STATION WELL",,,WI,110050767489,OZAUKEE,43.360715,-87.496553,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050767489
"MARTY AND GINAS BAR",,,WI,110063338035,DOUGLAS,46.463316,-91.89258,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110063338035
"GRANDE CUSTOM INGREDIENTS GROUP","1007 W LAKE ST CTY HWY J",FRIENDSHIP,WI,110009519654,ADAMS,43.97412,-89.8268,Y,2,,,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110009519654
"DELAFIELD-HARTLAND WPCC","1541 3RD ST",DELAFIELD,WI,110005410974,WAUKESHA,43.058361,-88.387779,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005410974
"GEORGETOWN LUTHERAN CHURCH",,,WI,110052438698,POLK,45.46803,-92.453154,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052438698
"CONSOLIDATED SCHOOL",,,WI,110053050390,ROCK,42.669931,-89.075119,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053050390
"RECREATIONAL EQUIPMENT INC 60","13100 W CAPITOL DR",BROOKFIELD,WI,110070640524,WAUKESHA,43.0894,-88.07517,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640524
"PORT SUPERIOR DOCKS RESTAURANT & SHOP","ROUTE 1 BOX 717",BAYFIELD,WI,110008229737,BAYFIELD,46.8314,-90.7966,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008229737
"ONE HOUR CLEANERS","224 SAND LAKE COULEE RD",ONALASKA,WI,110016708883,"LA CROSSE",43.88605,-91.22009,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016708883
"SMILEYS OLD TIME DINER",,,WI,110051993955,WAUSHARA,44.112825,-89.239752,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051993955
